transaction_id,company_id,fund_id,amount,period,transaction_date
6684,185,5,3659.08,2024-01,2024-21-21
6685,186,6,3676.45,2024-02,2024-22-22
6686,187,7,3693.82,2024-03,2024-23-23
6687,188,8,3711.19,2024-04,2024-24-24
6688,189,9,3728.56,2024-05,2024-25-25
6689,190,10,3745.93,2024-06,2024-26-26
6690,191,11,3763.3,2024-07,2024-27-27
6691,192,12,3780.67,2024-08,2024-28-28
6692,193,13,3798.04,2024-09,2024-01-01
6693,194,14,3815.41,2024-10,2024-02-02
6694,195,15,3832.78,2024-11,2024-03-03
6695,196,16,3850.15,2024-12,2024-04-04
6696,197,17,3867.52,2024-01,2024-05-05
6697,198,18,3884.89,2024-02,2024-06-06
6698,199,19,3902.26,2024-03,2024-07-07
6699,200,20,3919.63,2024-04,2024-08-08
6700,201,1,3900.0,2024-05,2024-09-09
6701,202,2,3917.37,2024-06,2024-10-10
6702,203,3,3934.74,2024-07,2024-11-11
6703,204,4,3952.11,2024-08,2024-12-12
6704,205,5,3969.48,2024-09,2024-13-13
6705,206,6,3986.85,2024-10,2024-14-14
6706,207,7,4004.22,2024-11,2024-15-15
6707,208,8,4021.59,2024-12,2024-16-16
6708,209,9,4038.96,2024-01,2024-17-17
6709,210,10,4056.33,2024-02,2024-18-18
6710,211,11,4073.7,2024-03,2024-19-19
6711,212,12,4091.07,2024-04,2024-20-20
6712,213,13,4108.44,2024-05,2024-21-21
6713,214,14,4125.81,2024-06,2024-22-22
6714,215,15,4143.18,2024-07,2024-23-23
6715,216,16,4160.55,2024-08,2024-24-24
6716,217,17,4177.92,2024-09,2024-25-25
6717,218,18,4195.29,2024-10,2024-26-26
6718,219,19,4212.66,2024-11,2024-27-27
6719,220,20,4230.03,2024-12,2024-28-28
6720,221,1,4247.4,2024-01,2024-01-01
6721,222,2,4264.77,2024-02,2024-02-02
6722,223,3,4282.14,2024-03,2024-03-03
6723,224,4,4299.51,2024-04,2024-04-04
6724,225,5,4316.88,2024-05,2024-05-05
6725,226,6,4334.25,2024-06,2024-06-06
6726,227,7,4351.62,2024-07,2024-07-07
6727,228,8,4368.99,2024-08,2024-08-08
6728,229,9,4386.36,2024-09,2024-09-09
6729,230,10,4403.73,2024-10,2024-10-10
6730,231,11,4421.1,2024-11,2024-11-11
6731,232,12,4438.47,2024-12,2024-12-12
6732,233,13,4455.84,2024-01,2024-13-13
6733,234,14,4473.21,2024-02,2024-14-14
6734,235,15,4490.58,2024-03,2024-15-15
6735,236,16,4507.95,2024-04,2024-16-16
6736,237,17,4525.32,2024-05,2024-17-17
6737,238,18,4542.69,2024-06,2024-18-18
6738,239,19,4560.06,2024-07,2024-19-19
6739,240,20,4577.43,2024-08,2024-20-20
6740,241,1,4594.8,2024-09,2024-21-21
6741,242,2,4612.17,2024-10,2024-22-22
6742,243,3,4629.54,2024-11,2024-23-23
6743,244,4,4646.91,2024-12,2024-24-24
6744,245,5,4664.28,2024-01,2024-25-25
6745,246,6,4681.65,2024-02,2024-26-26
6746,247,7,4699.02,2024-03,2024-27-27
6747,248,8,4716.39,2024-04,2024-28-28
6748,249,9,4733.76,2024-05,2024-01-01
6749,250,10,4751.13,2024-06,2024-02-02
6750,251,11,4768.5,2024-07,2024-03-03
6751,252,12,4785.87,2024-08,2024-04-04
6752,253,13,4803.24,2024-09,2024-05-05
6753,254,14,4820.61,2024-10,2024-06-06
6754,255,15,4837.98,2024-11,2024-07-07
6755,256,16,4855.35,2024-12,2024-08-08
6756,257,17,4872.72,2024-01,2024-09-09
6757,258,18,4890.09,2024-02,2024-10-10
6758,259,19,4907.46,2024-03,2024-11-11
6759,260,20,4924.83,2024-04,2024-12-12
6760,261,1,4942.2,2024-05,2024-13-13
6761,262,2,4959.57,2024-06,2024-14-14
6762,263,3,4976.94,2024-07,2024-15-15
6763,264,4,4994.31,2024-08,2024-16-16
6764,265,5,5011.68,2024-09,2024-17-17
6765,266,6,5029.05,2024-10,2024-18-18
6766,267,7,5046.42,2024-11,2024-19-19
6767,268,8,5063.79,2024-12,2024-20-20
6768,269,9,5081.16,2024-01,2024-21-21
6769,270,10,5098.53,2024-02,2024-22-22
6770,271,11,5115.9,2024-03,2024-23-23
6771,272,12,5133.27,2024-04,2024-24-24
6772,273,13,5150.64,2024-05,2024-25-25
6773,274,14,5168.01,2024-06,2024-26-26
6774,275,15,5185.38,2024-07,2024-27-27
6775,276,16,5202.75,2024-08,2024-28-28
6776,277,17,5220.12,2024-09,2024-01-01
6777,278,18,5237.49,2024-10,2024-02-02
6778,279,19,5254.86,2024-11,2024-03-03
6779,280,20,5272.23,2024-12,2024-04-04
6780,281,1,5289.6,2024-01,2024-05-05
6781,282,2,5306.97,2024-02,2024-06-06
6782,283,3,5324.34,2024-03,2024-07-07
6783,284,4,5341.71,2024-04,2024-08-08
6784,285,5,5359.08,2024-05,2024-09-09
6785,286,6,5376.45,2024-06,2024-10-10
6786,287,7,5393.82,2024-07,2024-11-11
6787,288,8,5411.19,2024-08,2024-12-12
6788,289,9,5428.56,2024-09,2024-13-13
6789,290,10,5445.93,2024-10,2024-14-14
6790,291,11,5463.3,2024-11,2024-15-15
6791,292,12,5480.67,2024-12,2024-16-16
6792,293,13,5498.04,2024-01,2024-17-17
6793,294,14,5515.41,2024-02,2024-18-18
6794,295,15,5532.78,2024-03,2024-19-19
6795,296,16,5550.15,2024-04,2024-20-20
6796,297,17,5567.52,2024-05,2024-21-21
6797,298,18,5584.89,2024-06,2024-22-22
6798,299,19,5602.26,2024-07,2024-23-23
6799,300,20,5619.63,2024-08,2024-24-24
6800,301,1,5600.0,2024-09,2024-25-25
6801,302,2,5617.37,2024-10,2024-26-26
6802,303,3,5634.74,2024-11,2024-27-27
6803,304,4,5652.11,2024-12,2024-28-28
6804,305,5,5669.48,2024-01,2024-01-01
6805,306,6,5686.85,2024-02,2024-02-02
6806,307,7,5704.22,2024-03,2024-03-03
6807,308,8,5721.59,2024-04,2024-04-04
6808,309,9,5738.96,2024-05,2024-05-05
6809,310,10,5756.33,2024-06,2024-06-06
6810,311,11,5773.7,2024-07,2024-07-07
6811,312,12,5791.07,2024-08,2024-08-08
6812,313,13,5808.44,2024-09,2024-09-09
6813,314,14,5825.81,2024-10,2024-10-10
6814,315,15,5843.18,2024-11,2024-11-11
6815,316,16,5860.55,2024-12,2024-12-12
6816,317,17,5877.92,2024-01,2024-13-13
6817,318,18,5895.29,2024-02,2024-14-14
6818,319,19,5912.66,2024-03,2024-15-15
6819,320,20,5930.03,2024-04,2024-16-16
6820,321,1,5947.4,2024-05,2024-17-17
6821,322,2,5964.77,2024-06,2024-18-18
6822,323,3,5982.14,2024-07,2024-19-19
6823,324,4,5999.51,2024-08,2024-20-20
6824,325,5,6016.88,2024-09,2024-21-21
6825,326,6,6034.25,2024-10,2024-22-22
6826,327,7,6051.62,2024-11,2024-23-23
6827,328,8,6068.99,2024-12,2024-24-24
6828,329,9,6086.36,2024-01,2024-25-25
6829,330,10,6103.73,2024-02,2024-26-26
6830,331,11,6121.1,2024-03,2024-27-27
6831,332,12,6138.47,2024-04,2024-28-28
6832,333,13,6155.84,2024-05,2024-01-01
6833,334,14,6173.21,2024-06,2024-02-02
6834,335,15,6190.58,2024-07,2024-03-03
6835,336,16,6207.95,2024-08,2024-04-04
6836,337,17,6225.32,2024-09,2024-05-05
6837,338,18,6242.69,2024-10,2024-06-06
6838,339,19,6260.06,2024-11,2024-07-07
6839,340,20,6277.43,2024-12,2024-08-08
6840,341,1,6294.8,2024-01,2024-09-09
6841,342,2,6312.17,2024-02,2024-10-10
6842,343,3,6329.54,2024-03,2024-11-11
6843,344,4,6346.91,2024-04,2024-12-12
6844,345,5,6364.28,2024-05,2024-13-13
6845,346,6,6381.65,2024-06,2024-14-14
6846,347,7,6399.02,2024-07,2024-15-15
6847,348,8,6416.39,2024-08,2024-16-16
6848,349,9,6433.76,2024-09,2024-17-17
6849,350,10,6451.13,2024-10,2024-18-18
6850,351,11,6468.5,2024-11,2024-19-19
6851,352,12,6485.87,2024-12,2024-20-20
6852,353,13,6503.24,2024-01,2024-21-21
6853,354,14,6520.61,2024-02,2024-22-22
6854,355,15,6537.98,2024-03,2024-23-23
6855,356,16,6555.35,2024-04,2024-24-24
6856,357,17,6572.72,2024-05,2024-25-25
6857,358,18,6590.09,2024-06,2024-26-26
6858,359,19,6607.46,2024-07,2024-27-27
6859,360,20,6624.83,2024-08,2024-28-28
6860,361,1,6642.2,2024-09,2024-01-01
6861,362,2,6659.57,2024-10,2024-02-02
6862,363,3,6676.94,2024-11,2024-03-03
6863,364,4,6694.31,2024-12,2024-04-04
6864,365,5,6711.68,2024-01,2024-05-05
6865,366,6,6729.05,2024-02,2024-06-06
6866,367,7,6746.42,2024-03,2024-07-07
6867,368,8,6763.79,2024-04,2024-08-08
6868,369,9,6781.16,2024-05,2024-09-09
6869,370,10,6798.53,2024-06,2024-10-10
6870,371,11,6815.9,2024-07,2024-11-11
6871,372,12,6833.27,2024-08,2024-12-12
6872,373,13,6850.64,2024-09,2024-13-13
6873,374,14,6868.01,2024-10,2024-14-14
6874,375,15,6885.38,2024-11,2024-15-15
6875,376,16,6902.75,2024-12,2024-16-16
6876,377,17,6920.12,2024-01,2024-17-17
6877,378,18,6937.49,2024-02,2024-18-18
6878,379,19,6954.86,2024-03,2024-19-19
6879,380,20,6972.23,2024-04,2024-20-20
6880,381,1,6989.6,2024-05,2024-21-21
6881,382,2,7006.97,2024-06,2024-22-22
6882,383,3,7024.34,2024-07,2024-23-23
6883,384,4,7041.71,2024-08,2024-24-24
6884,385,5,7059.08,2024-09,2024-25-25
6885,386,6,7076.45,2024-10,2024-26-26
6886,387,7,7093.82,2024-11,2024-27-27
6887,388,8,7111.19,2024-12,2024-28-28
6888,389,9,7128.56,2024-01,2024-01-01
6889,390,10,7145.93,2024-02,2024-02-02
6890,391,11,7163.3,2024-03,2024-03-03
6891,392,12,7180.67,2024-04,2024-04-04
6892,393,13,7198.04,2024-05,2024-05-05
6893,394,14,7215.41,2024-06,2024-06-06
6894,395,15,7232.78,2024-07,2024-07-07
6895,396,16,7250.15,2024-08,2024-08-08
6896,397,17,7267.52,2024-09,2024-09-09
6897,398,18,7284.89,2024-10,2024-10-10
6898,399,19,7302.26,2024-11,2024-11-11
6899,400,20,7319.63,2024-12,2024-12-12
6900,401,1,7300.0,2024-01,2024-13-13
6901,402,2,7317.37,2024-02,2024-14-14
6902,403,3,7334.74,2024-03,2024-15-15
6903,404,4,7352.11,2024-04,2024-16-16
6904,405,5,7369.48,2024-05,2024-17-17
6905,406,6,7386.85,2024-06,2024-18-18
6906,407,7,7404.22,2024-07,2024-19-19
6907,408,8,7421.59,2024-08,2024-20-20
6908,409,9,7438.96,2024-09,2024-21-21
6909,410,10,7456.33,2024-10,2024-22-22
6910,411,11,7473.7,2024-11,2024-23-23
6911,412,12,7491.07,2024-12,2024-24-24
6912,413,13,7508.44,2024-01,2024-25-25
6913,414,14,7525.81,2024-02,2024-26-26
6914,415,15,7543.18,2024-03,2024-27-27
6915,416,16,7560.55,2024-04,2024-28-28
6916,417,17,7577.92,2024-05,2024-01-01
6917,418,18,7595.29,2024-06,2024-02-02
6918,419,19,7612.66,2024-07,2024-03-03
6919,420,20,7630.03,2024-08,2024-04-04
6920,421,1,7647.4,2024-09,2024-05-05
6921,422,2,7664.77,2024-10,2024-06-06
6922,423,3,7682.14,2024-11,2024-07-07
6923,424,4,7699.51,2024-12,2024-08-08
6924,425,5,7716.88,2024-01,2024-09-09
6925,426,6,7734.25,2024-02,2024-10-10
6926,427,7,7751.62,2024-03,2024-11-11
6927,428,8,7768.99,2024-04,2024-12-12
6928,429,9,7786.36,2024-05,2024-13-13
6929,430,10,7803.73,2024-06,2024-14-14
6930,431,11,7821.1,2024-07,2024-15-15
6931,432,12,7838.47,2024-08,2024-16-16
6932,433,13,7855.84,2024-09,2024-17-17
6933,434,14,7873.21,2024-10,2024-18-18
6934,435,15,7890.58,2024-11,2024-19-19
6935,436,16,7907.95,2024-12,2024-20-20
6936,437,17,7925.32,2024-01,2024-21-21
6937,438,18,7942.69,2024-02,2024-22-22
6938,439,19,7960.06,2024-03,2024-23-23
6939,440,20,7977.43,2024-04,2024-24-24
6940,441,1,7994.8,2024-05,2024-25-25
6941,442,2,8012.17,2024-06,2024-26-26
6942,443,3,8029.54,2024-07,2024-27-27
6943,444,4,8046.91,2024-08,2024-28-28
6944,445,5,8064.28,2024-09,2024-01-01
6945,446,6,8081.65,2024-10,2024-02-02
6946,447,7,8099.02,2024-11,2024-03-03
6947,448,8,8116.39,2024-12,2024-04-04
6948,449,9,8133.76,2024-01,2024-05-05
6949,450,10,8151.13,2024-02,2024-06-06
6950,451,11,8168.5,2024-03,2024-07-07
6951,452,12,8185.87,2024-04,2024-08-08
6952,453,13,8203.24,2024-05,2024-09-09
6953,454,14,8220.61,2024-06,2024-10-10
6954,455,15,8237.98,2024-07,2024-11-11
6955,456,16,8255.35,2024-08,2024-12-12
6956,457,17,8272.72,2024-09,2024-13-13
6957,458,18,8290.09,2024-10,2024-14-14
6958,459,19,8307.46,2024-11,2024-15-15
6959,460,20,8324.83,2024-12,2024-16-16
6960,461,1,8342.2,2024-01,2024-17-17
6961,462,2,8359.57,2024-02,2024-18-18
6962,463,3,8376.94,2024-03,2024-19-19
6963,464,4,8394.31,2024-04,2024-20-20
6964,465,5,8411.68,2024-05,2024-21-21
6965,466,6,8429.05,2024-06,2024-22-22
6966,467,7,8446.42,2024-07,2024-23-23
6967,468,8,8463.79,2024-08,2024-24-24
6968,469,9,8481.16,2024-09,2024-25-25
6969,470,10,8498.53,2024-10,2024-26-26
6970,471,11,8515.9,2024-11,2024-27-27
6971,472,12,8533.27,2024-12,2024-28-28
6972,473,13,8550.64,2024-01,2024-01-01
6973,474,14,8568.01,2024-02,2024-02-02
6974,475,15,8585.38,2024-03,2024-03-03
6975,476,16,8602.75,2024-04,2024-04-04
6976,477,17,8620.12,2024-05,2024-05-05
6977,478,18,8637.49,2024-06,2024-06-06
6978,479,19,8654.86,2024-07,2024-07-07
6979,480,20,8672.23,2024-08,2024-08-08
6980,481,1,8689.6,2024-09,2024-09-09
6981,482,2,8706.97,2024-10,2024-10-10
6982,483,3,8724.34,2024-11,2024-11-11
6983,484,4,8741.71,2024-12,2024-12-12
6984,485,5,8759.08,2024-01,2024-13-13
6985,486,6,8776.45,2024-02,2024-14-14
6986,487,7,8793.82,2024-03,2024-15-15
6987,488,8,8811.19,2024-04,2024-16-16
6988,489,9,8828.56,2024-05,2024-17-17
6989,490,10,8845.93,2024-06,2024-18-18
6990,491,11,8863.3,2024-07,2024-19-19
6991,492,12,8880.67,2024-08,2024-20-20
6992,493,13,8898.04,2024-09,2024-21-21
6993,494,14,8915.41,2024-10,2024-22-22
6994,495,15,8932.78,2024-11,2024-23-23
6995,496,16,8950.15,2024-12,2024-24-24
6996,497,17,8967.52,2024-01,2024-25-25
6997,498,18,8984.89,2024-02,2024-26-26
6998,499,19,9002.26,2024-03,2024-27-27
6999,500,20,9019.63,2024-04,2024-28-28
7000,1,1,9000.0,2024-05,2024-01-01
7001,2,2,9017.37,2024-06,2024-02-02
7002,3,3,9034.74,2024-07,2024-03-03
7003,4,4,9052.11,2024-08,2024-04-04
7004,5,5,9069.48,2024-09,2024-05-05
7005,6,6,9086.85,2024-10,2024-06-06
7006,7,7,9104.22,2024-11,2024-07-07
7007,8,8,9121.59,2024-12,2024-08-08
7008,9,9,9138.96,2024-01,2024-09-09
7009,10,10,9156.33,2024-02,2024-10-10
7010,11,11,9173.7,2024-03,2024-11-11
7011,12,12,9191.07,2024-04,2024-12-12
7012,13,13,9208.44,2024-05,2024-13-13
7013,14,14,9225.81,2024-06,2024-14-14
7014,15,15,9243.18,2024-07,2024-15-15
7015,16,16,9260.55,2024-08,2024-16-16
7016,17,17,9277.92,2024-09,2024-17-17
7017,18,18,9295.29,2024-10,2024-18-18
7018,19,19,9312.66,2024-11,2024-19-19
7019,20,20,9330.03,2024-12,2024-20-20
7020,21,1,9347.4,2024-01,2024-21-21
7021,22,2,9364.77,2024-02,2024-22-22
7022,23,3,9382.14,2024-03,2024-23-23
7023,24,4,9399.51,2024-04,2024-24-24
7024,25,5,9416.88,2024-05,2024-25-25
7025,26,6,9434.25,2024-06,2024-26-26
7026,27,7,9451.62,2024-07,2024-27-27
7027,28,8,9468.99,2024-08,2024-28-28
7028,29,9,9486.36,2024-09,2024-01-01
7029,30,10,9503.73,2024-10,2024-02-02
7030,31,11,9521.1,2024-11,2024-03-03
7031,32,12,9538.47,2024-12,2024-04-04
7032,33,13,9555.84,2024-01,2024-05-05
7033,34,14,9573.21,2024-02,2024-06-06
7034,35,15,9590.58,2024-03,2024-07-07
7035,36,16,9607.95,2024-04,2024-08-08
7036,37,17,9625.32,2024-05,2024-09-09
7037,38,18,9642.69,2024-06,2024-10-10
7038,39,19,9660.06,2024-07,2024-11-11
7039,40,20,9677.43,2024-08,2024-12-12
7040,41,1,9694.8,2024-09,2024-13-13
7041,42,2,9712.17,2024-10,2024-14-14
7042,43,3,9729.54,2024-11,2024-15-15
7043,44,4,9746.91,2024-12,2024-16-16
7044,45,5,9764.28,2024-01,2024-17-17
7045,46,6,9781.65,2024-02,2024-18-18
7046,47,7,9799.02,2024-03,2024-19-19
7047,48,8,9816.39,2024-04,2024-20-20
7048,49,9,9833.76,2024-05,2024-21-21
7049,50,10,9851.13,2024-06,2024-22-22
7050,51,11,9868.5,2024-07,2024-23-23
7051,52,12,9885.87,2024-08,2024-24-24
7052,53,13,9903.24,2024-09,2024-25-25
7053,54,14,9920.61,2024-10,2024-26-26
7054,55,15,9937.98,2024-11,2024-27-27
7055,56,16,9955.35,2024-12,2024-28-28
7056,57,17,9972.72,2024-01,2024-01-01
7057,58,18,9990.09,2024-02,2024-02-02
7058,59,19,10007.46,2024-03,2024-03-03
7059,60,20,24.83,2024-04,2024-04-04
7060,61,1,42.2,2024-05,2024-05-05
7061,62,2,59.57,2024-06,2024-06-06
7062,63,3,76.94,2024-07,2024-07-07
7063,64,4,94.31,2024-08,2024-08-08
7064,65,5,111.68,2024-09,2024-09-09
7065,66,6,129.05,2024-10,2024-10-10
7066,67,7,146.42,2024-11,2024-11-11
7067,68,8,163.79,2024-12,2024-12-12
7068,69,9,181.16,2024-01,2024-13-13
7069,70,10,198.53,2024-02,2024-14-14
7070,71,11,215.9,2024-03,2024-15-15
7071,72,12,233.27,2024-04,2024-16-16
7072,73,13,250.64,2024-05,2024-17-17
7073,74,14,268.01,2024-06,2024-18-18
7074,75,15,285.38,2024-07,2024-19-19
7075,76,16,302.75,2024-08,2024-20-20
7076,77,17,320.12,2024-09,2024-21-21
7077,78,18,337.49,2024-10,2024-22-22
7078,79,19,354.86,2024-11,2024-23-23
7079,80,20,372.23,2024-12,2024-24-24
7080,81,1,389.6,2024-01,2024-25-25
7081,82,2,406.97,2024-02,2024-26-26
7082,83,3,424.34,2024-03,2024-27-27
7083,84,4,441.71,2024-04,2024-28-28
7084,85,5,459.08,2024-05,2024-01-01
7085,86,6,476.45,2024-06,2024-02-02
7086,87,7,493.82,2024-07,2024-03-03
7087,88,8,511.19,2024-08,2024-04-04
7088,89,9,528.56,2024-09,2024-05-05
7089,90,10,545.93,2024-10,2024-06-06
7090,91,11,563.3,2024-11,2024-07-07
7091,92,12,580.67,2024-12,2024-08-08
7092,93,13,598.04,2024-01,2024-09-09
7093,94,14,615.41,2024-02,2024-10-10
7094,95,15,632.78,2024-03,2024-11-11
7095,96,16,650.15,2024-04,2024-12-12
7096,97,17,667.52,2024-05,2024-13-13
7097,98,18,684.89,2024-06,2024-14-14
7098,99,19,702.26,2024-07,2024-15-15
7099,100,20,719.63,2024-08,2024-16-16
7100,101,1,700.0,2024-09,2024-17-17
7101,102,2,717.37,2024-10,2024-18-18
7102,103,3,734.74,2024-11,2024-19-19
7103,104,4,752.11,2024-12,2024-20-20
7104,105,5,769.48,2024-01,2024-21-21
7105,106,6,786.85,2024-02,2024-22-22
7106,107,7,804.22,2024-03,2024-23-23
7107,108,8,821.59,2024-04,2024-24-24
7108,109,9,838.96,2024-05,2024-25-25
7109,110,10,856.33,2024-06,2024-26-26
7110,111,11,873.7,2024-07,2024-27-27
7111,112,12,891.07,2024-08,2024-28-28
7112,113,13,908.44,2024-09,2024-01-01
7113,114,14,925.81,2024-10,2024-02-02
7114,115,15,943.18,2024-11,2024-03-03
7115,116,16,960.55,2024-12,2024-04-04
7116,117,17,977.92,2024-01,2024-05-05
7117,118,18,995.29,2024-02,2024-06-06
7118,119,19,1012.66,2024-03,2024-07-07
7119,120,20,1030.03,2024-04,2024-08-08
7120,121,1,1047.4,2024-05,2024-09-09
7121,122,2,1064.77,2024-06,2024-10-10
7122,123,3,1082.14,2024-07,2024-11-11
7123,124,4,1099.51,2024-08,2024-12-12
7124,125,5,1116.88,2024-09,2024-13-13
7125,126,6,1134.25,2024-10,2024-14-14
7126,127,7,1151.62,2024-11,2024-15-15
7127,128,8,1168.99,2024-12,2024-16-16
7128,129,9,1186.36,2024-01,2024-17-17
7129,130,10,1203.73,2024-02,2024-18-18
7130,131,11,1221.1,2024-03,2024-19-19
7131,132,12,1238.47,2024-04,2024-20-20
7132,133,13,1255.84,2024-05,2024-21-21
7133,134,14,1273.21,2024-06,2024-22-22
7134,135,15,1290.58,2024-07,2024-23-23
7135,136,16,1307.95,2024-08,2024-24-24
7136,137,17,1325.32,2024-09,2024-25-25
7137,138,18,1342.69,2024-10,2024-26-26
7138,139,19,1360.06,2024-11,2024-27-27
7139,140,20,1377.43,2024-12,2024-28-28
7140,141,1,1394.8,2024-01,2024-01-01
7141,142,2,1412.17,2024-02,2024-02-02
7142,143,3,1429.54,2024-03,2024-03-03
7143,144,4,1446.91,2024-04,2024-04-04
7144,145,5,1464.28,2024-05,2024-05-05
7145,146,6,1481.65,2024-06,2024-06-06
7146,147,7,1499.02,2024-07,2024-07-07
7147,148,8,1516.39,2024-08,2024-08-08
7148,149,9,1533.76,2024-09,2024-09-09
7149,150,10,1551.13,2024-10,2024-10-10
7150,151,11,1568.5,2024-11,2024-11-11
7151,152,12,1585.87,2024-12,2024-12-12
7152,153,13,1603.24,2024-01,2024-13-13
7153,154,14,1620.61,2024-02,2024-14-14
7154,155,15,1637.98,2024-03,2024-15-15
7155,156,16,1655.35,2024-04,2024-16-16
7156,157,17,1672.72,2024-05,2024-17-17
7157,158,18,1690.09,2024-06,2024-18-18
7158,159,19,1707.46,2024-07,2024-19-19
7159,160,20,1724.83,2024-08,2024-20-20
7160,161,1,1742.2,2024-09,2024-21-21
7161,162,2,1759.57,2024-10,2024-22-22
7162,163,3,1776.94,2024-11,2024-23-23
7163,164,4,1794.31,2024-12,2024-24-24
7164,165,5,1811.68,2024-01,2024-25-25
7165,166,6,1829.05,2024-02,2024-26-26
7166,167,7,1846.42,2024-03,2024-27-27
7167,168,8,1863.79,2024-04,2024-28-28
7168,169,9,1881.16,2024-05,2024-01-01
7169,170,10,1898.53,2024-06,2024-02-02
7170,171,11,1915.9,2024-07,2024-03-03
7171,172,12,1933.27,2024-08,2024-04-04
7172,173,13,1950.64,2024-09,2024-05-05
7173,174,14,1968.01,2024-10,2024-06-06
7174,175,15,1985.38,2024-11,2024-07-07
7175,176,16,2002.75,2024-12,2024-08-08
7176,177,17,2020.12,2024-01,2024-09-09
7177,178,18,2037.49,2024-02,2024-10-10
7178,179,19,2054.86,2024-03,2024-11-11
7179,180,20,2072.23,2024-04,2024-12-12
7180,181,1,2089.6,2024-05,2024-13-13
7181,182,2,2106.97,2024-06,2024-14-14
7182,183,3,2124.34,2024-07,2024-15-15
7183,184,4,2141.71,2024-08,2024-16-16
7184,185,5,2159.08,2024-09,2024-17-17
7185,186,6,2176.45,2024-10,2024-18-18
7186,187,7,2193.82,2024-11,2024-19-19
7187,188,8,2211.19,2024-12,2024-20-20
7188,189,9,2228.56,2024-01,2024-21-21
7189,190,10,2245.93,2024-02,2024-22-22
7190,191,11,2263.3,2024-03,2024-23-23
7191,192,12,2280.67,2024-04,2024-24-24
7192,193,13,2298.04,2024-05,2024-25-25
7193,194,14,2315.41,2024-06,2024-26-26
7194,195,15,2332.78,2024-07,2024-27-27
7195,196,16,2350.15,2024-08,2024-28-28
7196,197,17,2367.52,2024-09,2024-01-01
7197,198,18,2384.89,2024-10,2024-02-02
7198,199,19,2402.26,2024-11,2024-03-03
7199,200,20,2419.63,2024-12,2024-04-04
7200,201,1,2400.0,2024-01,2024-05-05
7201,202,2,2417.37,2024-02,2024-06-06
7202,203,3,2434.74,2024-03,2024-07-07
7203,204,4,2452.11,2024-04,2024-08-08
7204,205,5,2469.48,2024-05,2024-09-09
7205,206,6,2486.85,2024-06,2024-10-10
7206,207,7,2504.22,2024-07,2024-11-11
7207,208,8,2521.59,2024-08,2024-12-12
7208,209,9,2538.96,2024-09,2024-13-13
7209,210,10,2556.33,2024-10,2024-14-14
7210,211,11,2573.7,2024-11,2024-15-15
7211,212,12,2591.07,2024-12,2024-16-16
7212,213,13,2608.44,2024-01,2024-17-17
7213,214,14,2625.81,2024-02,2024-18-18
7214,215,15,2643.18,2024-03,2024-19-19
7215,216,16,2660.55,2024-04,2024-20-20
7216,217,17,2677.92,2024-05,2024-21-21
7217,218,18,2695.29,2024-06,2024-22-22
7218,219,19,2712.66,2024-07,2024-23-23
7219,220,20,2730.03,2024-08,2024-24-24
7220,221,1,2747.4,2024-09,2024-25-25
7221,222,2,2764.77,2024-10,2024-26-26
7222,223,3,2782.14,2024-11,2024-27-27
7223,224,4,2799.51,2024-12,2024-28-28
7224,225,5,2816.88,2024-01,2024-01-01
7225,226,6,2834.25,2024-02,2024-02-02
7226,227,7,2851.62,2024-03,2024-03-03
7227,228,8,2868.99,2024-04,2024-04-04
7228,229,9,2886.36,2024-05,2024-05-05
7229,230,10,2903.73,2024-06,2024-06-06
7230,231,11,2921.1,2024-07,2024-07-07
7231,232,12,2938.47,2024-08,2024-08-08
7232,233,13,2955.84,2024-09,2024-09-09
7233,234,14,2973.21,2024-10,2024-10-10
7234,235,15,2990.58,2024-11,2024-11-11
7235,236,16,3007.95,2024-12,2024-12-12
7236,237,17,3025.32,2024-01,2024-13-13
7237,238,18,3042.69,2024-02,2024-14-14
7238,239,19,3060.06,2024-03,2024-15-15
7239,240,20,3077.43,2024-04,2024-16-16
7240,241,1,3094.8,2024-05,2024-17-17
7241,242,2,3112.17,2024-06,2024-18-18
7242,243,3,3129.54,2024-07,2024-19-19
7243,244,4,3146.91,2024-08,2024-20-20
7244,245,5,3164.28,2024-09,2024-21-21
7245,246,6,3181.65,2024-10,2024-22-22
7246,247,7,3199.02,2024-11,2024-23-23
7247,248,8,3216.39,2024-12,2024-24-24
7248,249,9,3233.76,2024-01,2024-25-25
7249,250,10,3251.13,2024-02,2024-26-26
7250,251,11,3268.5,2024-03,2024-27-27
7251,252,12,3285.87,2024-04,2024-28-28
7252,253,13,3303.24,2024-05,2024-01-01
7253,254,14,3320.61,2024-06,2024-02-02
7254,255,15,3337.98,2024-07,2024-03-03
7255,256,16,3355.35,2024-08,2024-04-04
7256,257,17,3372.72,2024-09,2024-05-05
7257,258,18,3390.09,2024-10,2024-06-06
7258,259,19,3407.46,2024-11,2024-07-07
7259,260,20,3424.83,2024-12,2024-08-08
7260,261,1,3442.2,2024-01,2024-09-09
7261,262,2,3459.57,2024-02,2024-10-10
7262,263,3,3476.94,2024-03,2024-11-11
7263,264,4,3494.31,2024-04,2024-12-12
7264,265,5,3511.68,2024-05,2024-13-13
7265,266,6,3529.05,2024-06,2024-14-14
7266,267,7,3546.42,2024-07,2024-15-15
7267,268,8,3563.79,2024-08,2024-16-16
